8.269465333800547491e-01,5.668825925925926601e-01,8.365941590519908599e-01
7.900500118582032272e-01,5.891379629629612813e-01,8.227833495743801517e-01
7.697502902260486835e-01,6.042938888888883531e-01,8.043726552245262784e-01
7.581181639796565896e-01,6.238153703703681607e-01,7.937833254173635167e-01
7.488939993714859300e-01,6.360435185185169260e-01,7.846667932678055291e-01
7.432472752598561216e-01,6.492592592592558720e-01,7.743371680931070422e-01
7.430780126555770471e-01,6.691755555555586321e-01,7.742165977737917038e-01
7.379170836073242201e-01,6.803196296296326606e-01,7.715750913590572191e-01
7.326913693349413892e-01,6.940159259259224278e-01,7.710576799513106927e-01
7.253996205919672757e-01,7.061416666666660014e-01,7.699626153928932348e-01
7.181493589793209731e-01,7.199357407407412923e-01,7.705750431737753425e-01
7.076906404364737835e-01,7.332001851851859264e-01,7.709292278785335739e-01
6.996233671014095989e-01,7.496229629629640456e-01,7.713499848327376451e-01
6.856194774766515287e-01,7.616388888888852016e-01,7.709115672503193961e-01
6.745922851394201558e-01,7.752403703703713012e-01,7.707916632657735301e-01
6.582384383797801330e-01,7.878731481481476839e-01,7.702183261376323031e-01
6.232772465597389289e-01,8.090131481481482867e-01,7.706883480455030133e-01
5.802770651530961832e-01,8.327029629629654206e-01,7.695601344146520972e-01
5.347201188827698237e-01,8.672462962963028987e-01,7.673122543631921699e-01
5.204453108901522240e-01,8.770035185185123261e-01,7.662493287392683206e-01
5.074325820975355006e-01,8.910548148148119685e-01,7.661891627503923941e-01
4.297962128260415793e-01,9.055546296296287379e-01,7.641419210848403587e-01
3.717775070230224244e-01,9.273585185185219126e-01,7.608308355917633437e-01
3.010040607445593208e-01,9.404683333333314632e-01,7.576392288160945787e-01
2.312296734307352497e-01,9.520092592592583891e-01,7.531744994216276190e-01
1.866141434746912131e-01,9.605679629629635397e-01,7.505101946751854269e-01
1.577983467432975961e-01,9.678537037037064916e-01,7.480369737683856268e-01
1.310715957768036066e-01,9.788957407407400391e-01,7.459551229454400856e-01
1.226890269447472454e-01,9.854175925925928725e-01,7.440320111614782128e-01
1.126770111345718195e-01,9.912144444444481728e-01,7.430389200016459528e-01
1.069671328758132478e-01,9.935618518518529729e-01,7.425856213777548565e-01
1.041480078864692044e-01,9.945831481481491876e-01,7.422136298030825863e-01
1.006144212104801150e-01,9.994838888888927242e-01,7.413586486492301786e-01
1.002669088021344301e-01,9.997168518518597669e-01,7.412925887413303050e-01
1.001211450983259948e-01,9.998488888888926729e-01,7.412368712929746639e-01
1.000724792647234990e-01,9.999137037037059139e-01,7.412214672624916068e-01
1.000259883539616618e-01,9.999724074074078928e-01,7.412072026465429397e-01
1.000120704749823536e-01,9.999850000000001238e-01,7.412047768762597411e-01
1.000101047465416920e-01,9.999907407407409021e-01,7.412034410457247757e-01
1.000097156503792495e-01,9.999918518518519095e-01,7.412028733963592630e-01
1.000001074419903796e-01,1.000000000000000000e+00,7.411974536053974605e-01
1.000000351900200701e-01,1.000000000000000000e+00,7.411974536053974605e-01
1.000000185199575731e-01,1.000000000000000000e+00,7.411974536053974605e-01
1.000000037038394768e-01,1.000000000000000000e+00,7.411974536053974605e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.411974536053974605e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.411974536053974605e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.411974536053974605e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.411974536053974605e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.411974536053974605e-01
