6.188305516254455352e-01,4.303392021057868000e-01,6.238438865008165690e-01
6.156387045275584224e-01,5.056841206533314592e-01,6.496252957745448642e-01
6.035703212434012643e-01,5.618927541445981610e-01,6.556934243933817408e-01
5.891222123391267607e-01,6.085245346960059809e-01,6.558377393314835935e-01
5.697539427707800641e-01,6.714269868434968869e-01,6.513899499215953792e-01
5.591571349691270010e-01,7.020790831492922379e-01,6.494884600292836208e-01
5.468807113597399239e-01,7.270904416385396418e-01,6.458277843255906259e-01
5.348765823417040988e-01,7.488363448287482793e-01,6.424757914932802683e-01
5.229501935466616125e-01,7.682743451068666518e-01,6.383144544338515969e-01
5.129903639866310039e-01,7.855866321338542679e-01,6.351901769533264686e-01
5.024005180380953783e-01,8.025471557359817876e-01,6.318972229014769848e-01
4.911919279308278319e-01,8.190514415177403418e-01,6.279156827857140799e-01
4.802017123300291179e-01,8.353692256565750096e-01,6.244633370392992378e-01
4.697994042423621064e-01,8.507433214208526273e-01,6.212019236471967298e-01
4.587724477689238411e-01,8.650028079254485913e-01,6.177309202529583931e-01
4.490519402585469999e-01,8.786441463323986234e-01,6.146359502825092802e-01
4.402588909075237367e-01,8.905094875582959535e-01,6.118379891046107355e-01
4.316121565464255405e-01,9.022972498858038426e-01,6.086809829634539648e-01
4.233630151048705659e-01,9.140273224821905407e-01,6.056912824433382525e-01
4.161719950217817043e-01,9.241424990883735369e-01,6.034305028575819296e-01
4.095487604786186009e-01,9.345381635150402655e-01,6.009461514969400842e-01
4.034183971088297072e-01,9.432390052392937152e-01,5.987901243993910549e-01
3.978803344779784368e-01,9.514623306456320151e-01,5.968699366748173585e-01
3.926604348071721651e-01,9.580952678875999107e-01,5.951633078667628585e-01
3.863397845593928848e-01,9.661659730209394281e-01,5.930405164853198574e-01
3.803664193748076960e-01,9.715609651498405830e-01,5.916410574422905633e-01
3.743308937945358794e-01,9.771873127635257728e-01,5.905007452751421804e-01
3.686859043275873549e-01,9.826238065666385024e-01,5.892228548246239983e-01
3.660574498750396866e-01,9.864359063473693290e-01,5.886818641877125113e-01
3.639528804897885772e-01,9.899418681184369850e-01,5.881112434414693668e-01
3.621964387942102626e-01,9.927378039641440166e-01,5.875976052272622319e-01
3.609267313087650142e-01,9.948523496648710163e-01,5.873025166313813328e-01
3.598092419123710139e-01,9.963579781100765365e-01,5.871756841800517268e-01
3.588850918884269325e-01,9.976056689003206523e-01,5.870131593799771119e-01
3.581629849963958723e-01,9.984953723292965266e-01,5.868015977916581916e-01
3.574792567897414064e-01,9.990414308349879757e-01,5.867167465522727943e-01
3.569242229882647055e-01,9.994886432439363810e-01,5.866199766507279589e-01
3.565328075347689030e-01,9.996489455502703958e-01,5.865866512520802045e-01
3.563451501774278496e-01,9.998406444774790014e-01,5.865413108207844228e-01
3.562440674743522773e-01,9.999244450505879733e-01,5.865302641071958867e-01
3.561771281462949856e-01,9.999717874728288880e-01,5.865219918279080957e-01
3.561387396497706082e-01,9.999846644202278201e-01,5.865210778781293488e-01
3.561181672433941237e-01,9.999925089245825793e-01,5.865206714469088922e-01
3.561025901921611725e-01,9.999972719956047307e-01,5.865204956689451521e-01
3.560993866701058219e-01,9.999984981308902565e-01,5.865204628837400458e-01
3.560965975710735365e-01,9.999994466825743444e-01,5.865204352924170417e-01
3.560939478227428956e-01,9.999996304463318886e-01,5.865204031942016227e-01
3.560914925013145549e-01,9.999999065326120595e-01,5.865203882228217092e-01
3.560913828197271314e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
3.560913784572342089e-01,1.000000000000000000e+00,5.865203802623568663e-01
