7.866248422657218242e-01,5.754607407407417163e-01,7.995206987703773471e-01
7.548144328542584214e-01,6.167542592592599737e-01,7.868008469586874609e-01
7.426711032551351899e-01,6.507592592592567060e-01,7.762055816052410018e-01
7.297587767138146164e-01,6.841711111111133947e-01,7.721266065632087505e-01
6.485055123420846446e-01,7.183955555555543437e-01,7.695757124442746955e-01
6.304274237578417761e-01,7.415507407407406770e-01,7.674453099949104518e-01
6.129531284115469214e-01,7.699272222222238726e-01,7.670396652896526168e-01
4.990853727655947258e-01,8.185850000000045590e-01,7.621119487877099363e-01
4.772969338263549077e-01,8.382574074074061743e-01,7.594962476966061748e-01
4.055709557335879234e-01,8.640753703703680788e-01,7.563399870835478822e-01
3.706249720534341430e-01,8.842642592592599993e-01,7.536308672596845337e-01
2.911363494663613549e-01,9.171668518518507618e-01,7.496433754358563517e-01
2.486490571042909714e-01,9.399007407407323766e-01,7.439694893406038068e-01
2.297383824472576108e-01,9.524653703703708230e-01,7.409426080540171267e-01
2.097563804645440899e-01,9.639357407407369571e-01,7.388843621073910573e-01
2.005112149728575377e-01,9.715725925925944306e-01,7.373072650629933777e-01
1.731121402104820739e-01,9.794479629629665451e-01,7.350310764395160401e-01
1.658181049113778838e-01,9.850211111111119022e-01,7.342643449774957087e-01
1.621689690995583022e-01,9.878533333333308075e-01,7.337406168616795732e-01
1.453855972378552130e-01,9.937898148148153199e-01,7.330094920933294400e-01
1.302527364383321284e-01,9.965807407407476504e-01,7.323436714203850340e-01
1.246475752248270980e-01,9.976798148148200429e-01,7.319207754454165604e-01
1.176544292843032524e-01,9.986357407407417952e-01,7.315408081093316417e-01
1.116341515389231154e-01,9.992825925925954422e-01,7.312798164995391037e-01
1.028736964112127034e-01,9.998214814814819773e-01,7.310192590406650037e-01
1.003895458245689376e-01,9.999720370370378530e-01,7.309602980834940533e-01
1.001036883514276193e-01,9.999874074074077690e-01,7.309587173187710452e-01
1.000073505607371738e-01,9.999998148148148136e-01,7.309583289230283665e-01
1.000002888995194933e-01,1.000000000000000000e+00,7.309583321669466116e-01
1.000000129632702128e-01,1.000000000000000000e+00,7.309583321669466116e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.309583321669466116e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.309583321669466116e-01
9.999999999999859002e-02,1.000000000000000000e+00,7.309583321669466116e-01
